season_id,age_group_id,region_id,club_id,league_group_id,division_name,group_name,match_id,round,discipline,discipline_no,discipline_code,home_team,away_team,home_players,away_players,set_scores,winner_side,winner_team,wo
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,2. DS,2,DS,Skovshoved,Højbjerg/Via Biler,Sophia Grundtvig,Amalie Schulz Terp-Nielsen,"14-21, 14-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,1. HS,1,HS,Skovshoved,Højbjerg/Via Biler,Axel Henrik Parkhøi,Ygor Coelho (udl.),"21-23, 7-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,2. HS,2,HS,Skovshoved,Højbjerg/Via Biler,Daniel Lundgaard,Karan Rajan Rajarajan,"9-21, 8-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,1. DD,1,DD,Skovshoved,Højbjerg/Via Biler,"Mette Poulsen, Sara Lundgaard","Rikke Søby Hansen, Selena Piek (EU)",,,,
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,1. HD,1,HD,Skovshoved,Højbjerg/Via Biler,"Joel Eipe, Daniel Lundgaard","Mads Vestergaard, Emil Lauritzen","17-21, 16-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,423422,0 20-04-2022,2. HD,2,HD,Skovshoved,Højbjerg/Via Biler,"Carsten Mogensen, Lasse Mølhede","Karan Rajan Rajarajan, Anders Skaarup Rasmussen",,,,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,1. MD,1,MD,Vendsyssel,Højbjerg/Via Biler,"Mathias Christiansen, Cheryl Seinen (EU)","Anders Skaarup Rasmussen, Selena Piek (EU)","17-21, 21-17, 16-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,2. MD,2,MD,Vendsyssel,Højbjerg/Via Biler,"Robin Tabeling (EU), Debora Jille (EU)","Mads Vestergaard, Rikke Søby Hansen","21-17, 21-15",home,Vendsyssel,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,1. DS,1,DS,Vendsyssel,Højbjerg/Via Biler,Kirsty Alison Gilmour (udl.),Line Kjærsfeldt,"23-21, 21-10",home,Vendsyssel,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,2. DS,2,DS,Vendsyssel,Højbjerg/Via Biler,Beiwen Zhang (udl.),Amalie Schulz Terp-Nielsen,"21-12, 18-21, 21-18",home,Vendsyssel,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,1. HS,1,HS,Vendsyssel,Højbjerg/Via Biler,Victor Svendsen,Hans-Kristian Solberg Vittinghus,"12-21, 15-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,2. HS,2,HS,Vendsyssel,Højbjerg/Via Biler,Magnus Johannesen,Karan Rajan Rajarajan,"21-16, 22-20",home,Vendsyssel,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,1. DD,1,DD,Vendsyssel,Højbjerg/Via Biler,"Debora Jille (EU), Cheryl Seinen (EU)","Selena Piek (EU), Rikke Søby Hansen","21-9, 21-17",home,Vendsyssel,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,1. HD,1,HD,Vendsyssel,Højbjerg/Via Biler,"Victor Svendsen, Robin Tabeling (EU)","Mads Vestergaard, Emil Lauritzen",,,,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424784,0 21-04-2022,2. HD,2,HD,Vendsyssel,Højbjerg/Via Biler,"Mathias Christiansen, Zvonimir Durkinjak (EU)","Anders Skaarup Rasmussen, Karan Rajan Rajarajan",,,,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,1. MD,1,MD,Skovshoved,Værløse,"Lasse Mølhede, Sara Lundgaard","Mathias Thyrri Jørgensen, Mai Surrow","19-21, 21-9, 18-21",away,Værløse,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,2. MD,2,MD,Skovshoved,Værløse,"Daniel Lundgaard, Mette Poulsen","Andreas Søndergaard, Amalie Cecilie Kudsk","21-16, 21-19",home,Skovshoved,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,1. DS,1,DS,Skovshoved,Værløse,Benedicte Sillassen,Julie Dawall Jakobsen,"16-21, 14-21",away,Værløse,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,2. DS,2,DS,Skovshoved,Værløse,Sophia Grundtvig,Amalie Cecilie Kudsk,"21-19, 21-19",home,Skovshoved,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,1. HS,1,HS,Skovshoved,Værløse,Axel Henrik Parkhøi,Rasmus Messerschmidt,"14-21, 16-21",away,Værløse,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,2. HS,2,HS,Skovshoved,Værløse,Emil Langemark,Ditlev Jæger Holm,"9-21, 9-21",away,Værløse,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,1. DD,1,DD,Skovshoved,Værløse,"Sara Lundgaard, Mette Poulsen","Julie Finne-Ipsen, Mai Surrow","15-21, 21-19, 21-8",home,Skovshoved,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,1. HD,1,HD,Skovshoved,Værløse,"Carsten Mogensen, Lasse Mølhede","Andreas Søndergaard, Emil Hybel","21-14, 21-16",home,Skovshoved,
2021,1,1,-3,13946,Badmintonligaen,Final 4,424785,0 21-04-2022,2. HD,2,HD,Skovshoved,Værløse,"Emil Langemark, Daniel Lundgaard","Mathias Thyrri Jørgensen, Ditlev Jæger Holm","26-24, 15-21, 21-17",home,Skovshoved,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,1. MD,1,MD,Aarhus AB,RSL ODENSE OBK,"Mikkel Stoffersen, Anne Fuglsang","Søren Gravholt, Maiken Fruergaard Sørensen","19-21, 18-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,2. MD,2,MD,Aarhus AB,RSL ODENSE OBK,"Philip Seerup, Trine Villadsen","William Kryger Boe, Sara Thygesen","15-21, 17-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,1. DS,1,DS,Aarhus AB,RSL ODENSE OBK,Iris Wang (udl.),Camilla Martens,"21-19, 21-8",home,Aarhus AB,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,2. DS,2,DS,Aarhus AB,RSL ODENSE OBK,Anne Fuglsang,Lærke Tolstrup Hvid,"17-21, 21-16, 16-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,1. HS,1,HS,Aarhus AB,RSL ODENSE OBK,Thomas Rouxel (EU),Søren Hald,"15-21, 15-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,2. HS,2,HS,Aarhus AB,RSL ODENSE OBK,Jeppe Bruun Christensen,Anton Kaisti (EU),"19-21, 21-16, 21-11",home,Aarhus AB,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,1. DD,1,DD,Aarhus AB,RSL ODENSE OBK,"Trine Villadsen, Iris Wang (udl.)","Maiken Fruergaard Sørensen, Sara Thygesen","15-21, 12-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,1. HD,1,HD,Aarhus AB,RSL ODENSE OBK,"Jeppe Bruun Christensen, Mikkel Stoffersen","Søren Gravholt, William Kryger Boe","19-21, 18-21",away,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407030,1 24-08-2021,2. HD,2,HD,Aarhus AB,RSL ODENSE OBK,"Philip Seerup, Rasmus Bonde","Patrick Bjerregaard, Anton Kaisti (EU)","21-17, 24-26, 5-4",away,RSL ODENSE OBK,R
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,1. MD,1,MD,Højbjerg/Via Biler,Skovshoved,"Kim Astrup Sørensen, Selena Piek (EU)","Lasse Mølhede, Sara Lundgaard","25-23, 21-15",home,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,2. MD,2,MD,Højbjerg/Via Biler,Skovshoved,"Anders Skaarup Rasmussen, Rikke Søby Hansen","Joel Eipe, Mette Poulsen","13-21, 21-19, 17-21",away,Skovshoved,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,1. DS,1,DS,Højbjerg/Via Biler,Skovshoved,Line Kjærsfeldt,Sophia Grundtvig,"21-16, 21-12",home,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,2. DS,2,DS,Højbjerg/Via Biler,Skovshoved,Amalie Schulz Terp-Nielsen,Benedicte Sillassen,"11-21, 21-10, 21-11",home,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,1. HS,1,HS,Højbjerg/Via Biler,Skovshoved,Hans-Kristian Solberg Vittinghus,Rasmus Gemke,"13-21, 13-21",away,Skovshoved,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,2. HS,2,HS,Højbjerg/Via Biler,Skovshoved,Karan Rajan Rajarajan,Rasmus Kjær Pedersen,"21-5, 21-6",home,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,1. DD,1,DD,Højbjerg/Via Biler,Skovshoved,"Rikke Søby Hansen, Selena Piek (EU)","Mette Poulsen, Sara Lundgaard","21-18, 7-21, 13-21",away,Skovshoved,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,1. HD,1,HD,Højbjerg/Via Biler,Skovshoved,"Anders Skaarup Rasmussen, Kim Astrup Sørensen","Joel Eipe, Carsten Mogensen","21-17, 20-17",away,Skovshoved,S
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407031,1 24-08-2021,2. HD,2,HD,Højbjerg/Via Biler,Skovshoved,"Karan Rajan Rajarajan, Mads Vestergaard","Rasmus Kjær Pedersen, Lasse Mølhede","19-21, 17-20",away,Skovshoved,S
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,1. MD,1,MD,Greve,Solrød Strand,"Melker Zickerman Bexell, Tallulah Sharleen Van Coppenolle","Jeppe Bay Madsen, Alexandra Bøje","16-21, 14-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,2. MD,2,MD,Greve,Solrød Strand,"Jeppe Søby Hansen, Moa Sjöö (EU)","Jesper Toft, Clara Graversen","8-21, 16-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,1. DS,1,DS,Greve,Solrød Strand,Sia Berg,Mia Blichfeldt,"12-21, 15-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,2. DS,2,DS,Greve,Solrød Strand,Tallulah Sharleen Van Coppenolle,Frederikke Lund,"16-21, 13-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,1. HS,1,HS,Greve,Solrød Strand,Jiří Král,Nhat Nguyen (udl.),"11-21, 6-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,2. HS,2,HS,Greve,Solrød Strand,Marcus Kruse Pedersen,Emil Holst,"12-21, 11-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,1. DD,1,DD,Greve,Solrød Strand,"Sia Berg, Moa Sjöö (EU)","Alexandra Bøje, Clara Graversen","19-21, 13-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,1. HD,1,HD,Greve,Solrød Strand,"Melker Zickerman Bexell, Jiří Král","Jeppe Bay Madsen, Jesper Toft","17-21, 17-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407032,1 24-08-2021,2. HD,2,HD,Greve,Solrød Strand,"Jeppe Søby Hansen, Marcus Kruse Pedersen","Nhat Nguyen (udl.), Emil Holst","20-22, 8-21",away,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,1. MD,1,MD,Gentofte,Team Skælskør-Slagelse,"Kasper Antonsen, Christine Busch Andreasen","Frederik Søgaard, Amalie Magelund Krogh","11-21, 12-21",away,Team Skælskør-Slagelse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,2. MD,2,MD,Gentofte,Team Skælskør-Slagelse,"Frederik Colberg, Line Christophersen","Ruben Jille (EU), Alyssa Tirtosentono (EU)","21-14, 14-21, 25-23",home,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,1. DS,1,DS,Gentofte,Team Skælskør-Slagelse,Line Christophersen,Freja Ravn,"21-10, 21-7",home,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,2. DS,2,DS,Gentofte,Team Skælskør-Slagelse,Edith Urell (EU),Alyssa Tirtosentono (EU),"21-18, 21-12",home,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,1. HS,1,HS,Gentofte,Team Skælskør-Slagelse,Brian Yang (udl.),Mark Caljouw (EU),"21-12, 21-9",home,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,2. HS,2,HS,Gentofte,Team Skælskør-Slagelse,Mads Christophersen,Felix Burestedt (EU),"20-22, 21-14, 21-11",home,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,1. DD,1,DD,Gentofte,Team Skælskør-Slagelse,"Edith Urell (EU), Christine Busch Andreasen","Amalie Magelund Krogh, Freja Ravn","17-21, 21-19, 17-21",away,Team Skælskør-Slagelse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,1. HD,1,HD,Gentofte,Team Skælskør-Slagelse,"Frederik Colberg, Kasper Antonsen","Frederik Søgaard, Mads Pieler Kolding","21-19, 17-21, 16-21",away,Team Skælskør-Slagelse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407033,1 24-08-2021,2. HD,2,HD,Gentofte,Team Skælskør-Slagelse,"Mads Christophersen, Kristian Høholdt Kræmer","Ruben Jille (EU), Mark Caljouw (EU)","15-21, 21-19, 19-21",away,Team Skælskør-Slagelse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,1. MD,1,MD,Vendsyssel,Værløse,"Robin Tabeling (EU), Debora Jille (EU)","Emil Hybel, Julie Finne-Ipsen","21-17, 21-13",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,2. MD,2,MD,Vendsyssel,Værløse,"Niclas Nøhr, Clara Nistad (EU)","Mads Thøgersen, Mai Surrow","21-15, 21-17",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,1. DS,1,DS,Vendsyssel,Værløse,Kirsty Alison Gilmour (udl.),Julie Dawall Jakobsen,"21-16, 15-21, 21-7",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,2. DS,2,DS,Vendsyssel,Værløse,Josefine Redkjær Jensen,Frederikke Toft,"22-20, 21-8",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,1. HS,1,HS,Vendsyssel,Værløse,Victor Svendsen,Rasmus Messerschmidt,"21-10, 21-17",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,2. HS,2,HS,Vendsyssel,Værløse,Magnus Johannesen,Ditlev Jæger Holm,"21-10, 18-21, 18-21",away,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,1. DD,1,DD,Vendsyssel,Værløse,"Clara Nistad (EU), Debora Jille (EU)","Julie Finne-Ipsen, Mai Surrow","13-21, 21-19, 21-12",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,1. HD,1,HD,Vendsyssel,Værløse,"Niclas Nøhr, Robin Tabeling (EU)","Ditlev Jæger Holm, Mads Thøgersen","23-25, 20-22",away,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407034,1 24-08-2021,2. HD,2,HD,Vendsyssel,Værløse,"Victor Svendsen, Zvonimir Durkinjak (EU)","Rasmus Messerschmidt, Emil Hybel","21-19, 21-9",home,Vendsyssel,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,1. MD,1,MD,Værløse,Gentofte,"Mathias Thyrri Jørgensen, Mai Surrow","Kasper Antonsen, Christine Busch Andreasen","17-21, 21-16, 22-20",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,2. MD,2,MD,Værløse,Gentofte,"Emil Hybel, Julie Finne-Ipsen","Frederik Colberg, Line Christophersen","19-21, 15-21",away,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,1. DS,1,DS,Værløse,Gentofte,Julie Dawall Jakobsen,Line Christophersen,"21-12, 20-22, 21-17",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,2. DS,2,DS,Værløse,Gentofte,Rebecka Kuhl (EU),Edith Urell (EU),"21-14, 16-21, 12-21",away,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,1. HS,1,HS,Værløse,Gentofte,Ditlev Jæger Holm,Brian Yang (udl.),"12-21, 11-21",away,Gentofte,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,2. HS,2,HS,Værløse,Gentofte,Rasmus Messerschmidt,Mads Christophersen,"15-21, 21-15, 21-18",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,1. DD,1,DD,Værløse,Gentofte,"Julie Finne-Ipsen, Mai Surrow","Edith Urell (EU), Christine Busch Andreasen","21-12, 21-16",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,1. HD,1,HD,Værløse,Gentofte,"Mathias Thyrri Jørgensen, Ditlev Jæger Holm","Frederik Colberg, Kasper Antonsen","21-18, 21-19",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407035,2 26-08-2021,2. HD,2,HD,Værløse,Gentofte,"Emil Hybel, Rasmus Messerschmidt","Mads Christophersen, Kristian Høholdt Kræmer","21-19, 23-21",home,Værløse,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,1. MD,1,MD,RSL ODENSE OBK,Greve,"Søren Gravholt, Maiken Fruergaard Sørensen","Melker Zickerman Bexell, Tallulah Sharleen Van Coppenolle","21-15, 21-8",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,2. MD,2,MD,RSL ODENSE OBK,Greve,"William Kryger Boe, Sara Thygesen","Jeppe Søby Hansen, Moa Sjöö (EU)","21-19, 21-12",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,1. DS,1,DS,RSL ODENSE OBK,Greve,Camilla Martens,Sia Berg,"21-18, 21-14",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,2. DS,2,DS,RSL ODENSE OBK,Greve,Lærke Tolstrup Hvid,Tallulah Sharleen Van Coppenolle,"21-17, 21-14",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,1. HS,1,HS,RSL ODENSE OBK,Greve,Søren Hald,Jiří Král,"21-18, 6-21, 22-20",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,2. HS,2,HS,RSL ODENSE OBK,Greve,Anton Kaisti (EU),Marcus Kruse Pedersen,"21-14, 15-21, 21-15",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,1. DD,1,DD,RSL ODENSE OBK,Greve,"Sara Thygesen, Maiken Fruergaard Sørensen","Sia Berg, Moa Sjöö (EU)","21-14, 21-10",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,1. HD,1,HD,RSL ODENSE OBK,Greve,"William Kryger Boe, Søren Gravholt","Melker Zickerman Bexell, Jiří Král","18-21, 18-21",away,Greve,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407036,2 26-08-2021,2. HD,2,HD,RSL ODENSE OBK,Greve,"Patrick Bjerregaard, Anton Kaisti (EU)","Jeppe Søby Hansen, Marcus Kruse Pedersen","19-21, 21-18, 21-16",home,RSL ODENSE OBK,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,1. MD,1,MD,Solrød Strand,Højbjerg/Via Biler,"Jeppe Bay Madsen, Johanna Magnusson (EU)","Kim Astrup Sørensen, Selena Piek (EU)","26-28, 11-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,2. MD,2,MD,Solrød Strand,Højbjerg/Via Biler,"Jesper Toft, Alexandra Bøje","Anders Skaarup Rasmussen, Rikke Søby Hansen","19-21, 21-17, 12-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,1. DS,1,DS,Solrød Strand,Højbjerg/Via Biler,Mia Blichfeldt,Line Kjærsfeldt,"19-21, 21-18, 21-17",home,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,2. DS,2,DS,Solrød Strand,Højbjerg/Via Biler,Frederikke Lund,Amalie Schulz Terp-Nielsen,"12-21, 9-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,1. HS,1,HS,Solrød Strand,Højbjerg/Via Biler,Nhat Nguyen (udl.),Hans-Kristian Solberg Vittinghus,"21-14, 21-15",home,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,2. HS,2,HS,Solrød Strand,Højbjerg/Via Biler,Emil Holst,Karan Rajan Rajarajan,"17-21, 21-15, 9-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,1. DD,1,DD,Solrød Strand,Højbjerg/Via Biler,"Alexandra Bøje, Johanna Magnusson (EU)","Rikke Søby Hansen, Selena Piek (EU)","21-17, 25-23",home,Solrød Strand,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,1. HD,1,HD,Solrød Strand,Højbjerg/Via Biler,"Jeppe Bay Madsen, Jesper Toft","Kim Astrup Sørensen, Mads Vestergaard","11-21, 11-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407037,2 26-08-2021,2. HD,2,HD,Solrød Strand,Højbjerg/Via Biler,"Emil Holst, Rasmus Prasz Espersen","Anders Skaarup Rasmussen, Karan Rajan Rajarajan","16-21, 18-21",away,Højbjerg/Via Biler,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407038,2 26-08-2021,1. MD,1,MD,Skovshoved,Vendsyssel,"Lasse Mølhede, Sara Lundgaard","Robin Tabeling (EU), Cheryl Seinen (EU)","21-10, 21-18",home,Skovshoved,
2021,1,1,-3,13945,Badmintonligaen,Grundspil,407038,2 26-08-2021,2. MD,2,MD,Skovshoved,Vendsyssel,"Joel Eipe, Mette Poulsen","Niclas Nøhr, Clara Nistad (EU)","16-21, 21-18, 21-14",home,Skovshoved,
